tiempo,posicion,velocidad,regimen
0.51,0.585489,-1.34008,transitorio
0.52,0.571988,-1.3501,transitorio
0.53,0.558393,-1.35948,transitorio
0.54,0.544711,-1.36822,transitorio
0.55,0.530947,-1.37632,transitorio
0.56,0.517109,-1.3838,transitorio
0.57,0.503203,-1.39064,transitorio
0.58,0.489234,-1.39687,transitorio
0.59,0.47521,-1.40247,transitorio
0.6,0.461135,-1.40745,transitorio
0.61,0.447017,-1.41182,transitorio
0.62,0.432861,-1.41558,transitorio
0.63,0.418674,-1.41874,transitorio
0.64,0.404461,-1.4213,transitorio
0.65,0.390228,-1.42327,transitorio
0.66,0.375982,-1.42464,transitorio
0.67,0.361727,-1.42544,transitorio
0.68,0.347471,-1.42565,transitorio
0.69,0.333218,-1.42529,transitorio
0.7,0.318974,-1.42437,transitorio
0.71,0.304745,-1.42288,transitorio
0.72,0.290537,-1.42085,transitorio
0.73,0.276354,-1.41826,transitorio
0.74,0.262203,-1.41513,transitorio
0.75,0.248088,-1.41147,transitorio
0.76,0.234015,-1.40728,transitorio
0.77,0.21999,-1.40256,transitorio
0.78,0.206016,-1.39734,transitorio
0.79,0.1921,-1.39161,transitorio
0.8,0.178247,-1.38537,transitorio
0.81,0.16446,-1.37865,transitorio
0.82,0.150746,-1.37144,transitorio
0.83,0.137108,-1.36376,transitorio
0.84,0.123552,-1.3556,transitorio
0.85,0.110082,-1.34699,transitorio
0.86,0.096703,-1.33792,transitorio
0.87,0.0834189,-1.32841,transitorio
0.88,0.0702343,-1.31846,transitorio
0.89,0.0571534,-1.30809,transitorio
0.9,0.0441804,-1.29729,transitorio
0.91,0.0313195,-1.28609,transitorio
0.92,0.0185747,-1.27448,transitorio
0.93,0.00594995,-1.26248,transitorio
0.94,-0.00655097,-1.25009,transitorio
0.95,-0.0189243,-1.23733,transitorio
0.96,-0.0311662,-1.2242,transitorio
0.97,-0.0432733,-1.21071,transitorio
0.98,-0.0552421,-1.19687,transitorio
0.99,-0.067069,-1.18269,transitorio
1,-0.0787508,-1.16818,estacionario
1.01,-0.0902844,-1.15335,estacionario
1.02,-0.101666,-1.13821,estacionario
1.03,-0.112894,-1.12276,estacionario
1.04,-0.123964,-1.10702,estacionario
1.05,-0.134874,-1.09099,estacionario
1.06,-0.145621,-1.07468,estacionario
1.07,-0.156202,-1.05811,estacionario
1.08,-0.166615,-1.04128,estacionario
1.09,-0.176857,-1.0242,estacionario
1.1,-0.186926,-1.00689,estacionario
1.11,-0.196819,-0.989341,estacionario
1.12,-0.206535,-0.971575,estacionario
1.13,-0.216071,-0.953598,estacionario
1.14,-0.225425,-0.935419,estacionario
1.15,-0.234595,-0.917048,estacionario
1.16,-0.24358,-0.898493,estacionario
1.17,-0.252378,-0.879765,estacionario
1.18,-0.260987,-0.860873,estacionario
1.19,-0.269405,-0.841824,estacionario
1.2,-0.277631,-0.82263,estacionario
1.21,-0.285664,-0.803298,estacionario
1.22,-0.293503,-0.783839,estacionario
1.23,-0.301145,-0.76426,estacionario
1.24,-0.308591,-0.744572,estacionario
1.25,-0.315839,-0.724783,estacionario
1.26,-0.322888,-0.704901,estacionario
1.27,-0.329737,-0.684937,estacionario
1.28,-0.336386,-0.664898,estacionario
1.29,-0.342834,-0.644793,estacionario
1.3,-0.34908,-0.624632,estacionario
1.31,-0.355125,-0.604422,estacionario
1.32,-0.360966,-0.584173,estacionario
1.33,-0.366605,-0.563893,estacionario
1.34,-0.372041,-0.54359,estacionario
1.35,-0.377274,-0.523272,estacionario
1.36,-0.382303,-0.502949,estacionario
1.37,-0.38713,-0.482627,estacionario
1.38,-0.391753,-0.462315,estacionario
1.39,-0.396173,-0.442022,estacionario
1.4,-0.400391,-0.421755,estacionario
1.41,-0.404406,-0.401522,estacionario
1.42,-0.408219,-0.38133,estacionario
1.43,-0.411831,-0.361188,estacionario
1.44,-0.415242,-0.341103,estacionario
1.45,-0.418453,-0.321082,estacionario
1.46,-0.421464,-0.301134,estacionario
1.47,-0.424277,-0.281264,estacionario
1.48,-0.426892,-0.26148,estacionario
1.49,-0.42931,-0.241789,estacionario
1.5,-0.431532,-0.222199,estacionario
1.51,-0.433559,-0.202716,estacionario
1.52,-0.435392,-0.183346,estacionario
1.53,-0.437033,-0.164097,estacionario
1.54,-0.438483,-0.144975,estacionario
1.55,-0.439743,-0.125986,estacionario
1.56,-0.440814,-0.107136,estacionario
1.57,-0.441698,-0.0884324,estacionario
1.58,-0.442397,-0.0698802,estacionario
1.59,-0.442912,-0.0514855,estacionario
1.6,-0.443245,-0.0332541,estacionario
1.61,-0.443397,-0.0151918,estacionario
1.62,-0.44337,0.00269597,estacionario
1.63,-0.443166,0.0204038,estacionario
1.64,-0.442786,0.0379264,estacionario
1.65,-0.442234,0.0552586,estacionario
1.66,-0.44151,0.0723953,estacionario
1.67,-0.440616,0.0893318,estacionario
1.68,-0.439556,0.106063,estacionario
1.69,-0.43833,0.122585,estacionario
1.7,-0.436941,0.138892,estacionario
1.71,-0.435391,0.154981,estacionario
1.72,-0.433683,0.170847,estacionario
1.73,-0.431818,0.186485,estacionario
1.74,-0.429799,0.201893,estacionario
1.75,-0.427628,0.217066,estacionario
1.76,-0.425308,0.232001,estacionario
1.77,-0.422841,0.246693,estacionario
1.78,-0.42023,0.26114,estacionario
1.79,-0.417477,0.275338,estacionario
1.8,-0.414584,0.289283,estacionario
1.81,-0.411554,0.302974,estacionario
1.82,-0.40839,0.316406,estacionario
1.83,-0.405094,0.329578,estacionario
1.84,-0.401669,0.342486,estacionario
1.85,-0.398118,0.355128,estacionario
1.86,-0.394443,0.367501,estacionario
1.87,-0.390647,0.379604,estacionario
1.88,-0.386733,0.391434,estacionario
1.89,-0.382703,0.402989,estacionario
1.9,-0.37856,0.414267,estacionario
1.91,-0.374307,0.425267,estacionario
1.92,-0.369948,0.435986,estacionario
1.93,-0.365483,0.446424,estacionario
1.94,-0.360918,0.456579,estacionario
1.95,-0.356253,0.46645,estacionario
1.96,-0.351493,0.476036,estacionario
1.97,-0.346639,0.485335,estacionario
1.98,-0.341696,0.494348,estacionario
1.99,-0.336665,0.503072,estacionario
2,-0.33155,0.511508,estacionario
2.01,-0.326353,0.519655,estacionario
2.02,-0.321078,0.527512,estacionario
2.03,-0.315728,0.53508,estacionario
2.04,-0.310304,0.542359,estacionario
2.05,-0.304811,0.549347,estacionario
2.06,-0.29925,0.556046,estacionario
2.07,-0.293625,0.562456,estacionario
2.08,-0.28794,0.568576,estacionario
2.09,-0.282196,0.574408,estacionario
2.1,-0.276396,0.579952,estacionario
2.11,-0.270544,0.585208,estacionario
2.12,-0.264642,0.590178,estacionario
2.13,-0.258694,0.594862,estacionario
2.14,-0.252701,0.599261,estacionario
2.15,-0.246667,0.603376,estacionario
2.16,-0.240595,0.607209,estacionario
2.17,-0.234488,0.610761,estacionario
2.18,-0.228347,0.614033,estacionario
2.19,-0.222177,0.617026,estacionario
2.2,-0.21598,0.619743,estacionario
2.21,-0.209758,0.622185,estacionario
2.22,-0.203514,0.624353,estacionario
2.23,-0.197252,0.62625,estacionario
2.24,-0.190973,0.627878,estacionario
2.25,-0.184681,0.629238,estacionario
2.26,-0.178377,0.630333,estacionario
2.27,-0.172066,0.631165,estacionario
2.28,-0.165748,0.631736,estacionario
2.29,-0.159428,0.632048,estacionario
2.3,-0.153107,0.632105,estacionario
2.31,-0.146788,0.631908,estacionario
2.32,-0.140473,0.63146,estacionario
2.33,-0.134165,0.630765,estacionario
2.34,-0.127867,0.629824,estacionario
2.35,-0.121581,0.62864,estacionario
2.36,-0.115309,0.627217,estacionario
2.37,-0.109053,0.625557,estacionario
2.38,-0.102816,0.623664,estacionario
2.39,-0.0966009,0.62154,estacionario
2.4,-0.090409,0.619188,estacionario
2.41,-0.0842429,0.616613,estacionario
2.42,-0.0781047,0.613816,estacionario
2.43,-0.0719967,0.610802,estacionario
2.44,-0.065921,0.607574,estacionario
2.45,-0.0598796,0.604135,estacionario
2.46,-0.0538747,0.600489,estacionario
2.47,-0.0479083,0.596639,estacionario
2.48,-0.0419824,0.592589,estacionario
2.49,-0.036099,0.588343,estacionario
2.5,-0.03026,0.583903,estacionario
2.51,-0.0244672,0.579275,estacionario
2.52,-0.0187226,0.574461,estacionario
2.53,-0.013028,0.569465,estacionario
2.54,-0.00738507,0.564291,estacionario
2.55,-0.00179564,0.558944,estacionario
2.56,0.00373863,0.553426,estacionario
2.57,0.00921605,0.547742,estacionario
2.58,0.014635,0.541896,estacionario
2.59,0.0199939,0.535892,estacionario
2.6,0.0252913,0.529733,estacionario
2.61,0.0305255,0.523424,estacionario
2.62,0.0356952,0.516969,estacionario
2.63,0.0407989,0.510372,estacionario
2.64,0.0458353,0.503636,estacionario
2.65,0.0508029,0.496766,estacionario
2.66,0.0557006,0.489766,estacionario
2.67,0.060527,0.482641,estacionario
2.68,0.0652809,0.475393,estacionario
2.69,0.0699612,0.468028,estacionario
2.7,0.0745667,0.460549,estacionario
2.71,0.0790963,0.452961,estacionario
2.72,0.083549,0.445268,estacionario
2.73,0.0879237,0.437473,estacionario
2.74,0.0922195,0.429581,estacionario
2.75,0.0964355,0.421597,estacionario
2.76,0.100571,0.413523,estacionario
2.77,0.104624,0.405365,estacionario
2.78,0.108596,0.397127,estacionario
2.79,0.112484,0.388812,estacionario
2.8,0.116288,0.380424,estacionario
2.81,0.120008,0.371968,estacionario
2.82,0.123642,0.363448,estacionario
2.83,0.127191,0.354868,estacionario
2.84,0.130653,0.346232,estacionario
2.85,0.134029,0.337543,estacionario
2.86,0.137317,0.328807,estacionario
2.87,0.140517,0.320026,estacionario
2.88,0.143629,0.311205,estacionario
2.89,0.146652,0.302348,estacionario
2.9,0.149587,0.293458,estacionario
2.91,0.152432,0.28454,estacionario
2.92,0.155188,0.275598,estacionario
2.93,0.157855,0.266634,estacionario
2.94,0.160431,0.257654,estacionario
2.95,0.162918,0.24866,estacionario
2.96,0.165314,0.239656,estacionario
2.97,0.167621,0.230647,estacionario
2.98,0.169837,0.221636,estacionario
2.99,0.171964,0.212626,estacionario
3,0.174,0.203621,estacionario
3.01,0.175946,0.194625,estacionario
3.02,0.177802,0.185641,estacionario
3.03,0.179569,0.176673,estacionario
3.04,0.181246,0.167723,estacionario
3.05,0.182834,0.158796,estacionario
3.06,0.184333,0.149895,estacionario
3.07,0.185744,0.141022,estacionario
3.08,0.187065,0.132182,estacionario
3.09,0.188299,0.123378,estacionario
3.1,0.189445,0.114612,estacionario
3.11,0.190504,0.105888,estacionario
3.12,0.191476,0.0972092,estacionario
3.13,0.192362,0.0885781,estacionario
3.14,0.193162,0.0799978,estacionario
3.15,0.193877,0.0714713,estacionario
3.16,0.194507,0.0630016,estacionario
3.17,0.195053,0.0545913,estacionario
3.18,0.195515,0.0462433,estacionario
3.19,0.195895,0.0379602,estacionario
3.2,0.196192,0.0297448,estacionario
3.21,0.196408,0.0215997,estacionario
3.22,0.196543,0.0135274,estacionario
3.23,0.196599,0.00553038,estacionario
3.24,0.196575,-0.00238888,estacionario
3.25,0.196473,-0.010228,estacionario
3.26,0.196293,-0.0179846,estacionario
3.27,0.196036,-0.0256565,estacionario
3.28,0.195704,-0.0332413,estacionario
3.29,0.195296,-0.0407371,estacionario
3.3,0.194815,-0.0481416,estacionario
3.31,0.19426,-0.0554527,estacionario
3.32,0.193634,-0.0626686,estacionario
3.33,0.192936,-0.0697873,estacionario
3.34,0.192168,-0.0768068,estacionario
3.35,0.19133,-0.0837255,estacionario
3.36,0.190425,-0.0905414,estacionario
3.37,0.189453,-0.097253,estacionario
3.38,0.188414,-0.103859,estacionario
3.39,0.18731,-0.110357,estacionario
3.4,0.186143,-0.116745,estacionario
3.41,0.184913,-0.123024,estacionario
3.42,0.183621,-0.12919,estacionario
3.43,0.182268,-0.135243,estacionario
3.44,0.180857,-0.141181,estacionario
3.45,0.179387,-0.147004,estacionario
3.46,0.177859,-0.152709,estacionario
3.47,0.176276,-0.158296,estacionario
3.48,0.174639,-0.163764,estacionario
3.49,0.172948,-0.169112,estacionario
3.5,0.171204,-0.174339,estacionario
3.51,0.16941,-0.179444,estacionario
3.52,0.167566,-0.184426,estacionario
3.53,0.165673,-0.189284,estacionario
3.54,0.163733,-0.194018,estacionario
3.55,0.161746,-0.198627,estacionario
3.56,0.159715,-0.203111,estacionario
3.57,0.157641,-0.207469,estacionario
3.58,0.155524,-0.211699,estacionario
3.59,0.153365,-0.215803,estacionario
3.6,0.151168,-0.21978,estacionario
3.61,0.148931,-0.223629,estacionario
3.62,0.146658,-0.22735,estacionario
3.63,0.144348,-0.230943,estacionario
3.64,0.142004,-0.234407,estacionario
3.65,0.139627,-0.237743,estacionario
3.66,0.137217,-0.240951,estacionario
3.67,0.134777,-0.24403,estacionario
3.68,0.132307,-0.246981,estacionario
3.69,0.129809,-0.249803,estacionario
3.7,0.127284,-0.252498,estacionario
3.71,0.124734,-0.255064,estacionario
3.72,0.122159,-0.257503,estacionario
3.73,0.119561,-0.259814,estacionario
3.74,0.116941,-0.261998,estacionario
3.75,0.1143,-0.264056,estacionario
3.76,0.11164,-0.265988,estacionario
3.77,0.108962,-0.267793,estacionario
3.78,0.106267,-0.269474,estacionario
3.79,0.103557,-0.27103,estacionario
3.8,0.100833,-0.272462,estacionario
3.81,0.0980948,-0.27377,estacionario
3.82,0.0953453,-0.274957,estacionario
3.83,0.092585,-0.276021,estacionario
3.84,0.0898154,-0.276964,estacionario
3.85,0.0870375,-0.277787,estacionario
3.86,0.0842526,-0.278491,estacionario
3.87,0.0814619,-0.279076,estacionario
3.88,0.0786664,-0.279543,estacionario
3.89,0.0758675,-0.279895,estacionario
3.9,0.0730662,-0.28013,estacionario
3.91,0.0702637,-0.280252,estacionario
3.92,0.0674611,-0.28026,estacionario
3.93,0.0646595,-0.280156,estacionario
3.94,0.0618601,-0.27994,estacionario
3.95,0.059064,-0.279615,estacionario
3.96,0.0562721,-0.279182,estacionario
3.97,0.0534857,-0.278641,estacionario
3.98,0.0507058,-0.277994,estacionario
3.99,0.0479334,-0.277242,estacionario
4,0.0451695,-0.276387,estacionario
4.01,0.0424152,-0.27543,estacionario
4.02,0.0396715,-0.274372,estacionario
4.03,0.0369393,-0.273216,estacionario
4.04,0.0342197,-0.271961,estacionario
4.05,0.0315136,-0.27061,estacionario
4.06,0.028822,-0.269165,estacionario
4.07,0.0261457,-0.267626,estacionario
4.08,0.0234857,-0.265995,estacionario
4.09,0.020843,-0.264275,estacionario
4.1,0.0182183,-0.262466,estacionario
4.11,0.0156126,-0.26057,estacionario
4.12,0.0130267,-0.258589,estacionario
4.13,0.0104615,-0.256524,estacionario
4.14,0.00791774,-0.254377,estacionario
4.15,0.00539624,-0.25215,estacionario
4.16,0.00289779,-0.249844,estacionario
4.17,0.000423174,-0.247462,estacionario
4.18,-0.00202687,-0.245004,estacionario
4.19,-0.0044516,-0.242473,estacionario
4.2,-0.0068503,-0.23987,estacionario
4.21,-0.00922228,-0.237198,estacionario
4.22,-0.0115668,-0.234457,estacionario
4.23,-0.0138833,-0.231649,estacionario
4.24,-0.0161711,-0.228778,estacionario
4.25,-0.0184295,-0.225843,estacionario
4.26,-0.020658,-0.222847,estacionario
4.27,-0.0228559,-0.219793,estacionario
4.28,-0.0250227,-0.21668,estacionario
4.29,-0.0271579,-0.213513,estacionario
4.3,-0.0292608,-0.210291,estacionario
4.31,-0.031331,-0.207018,estacionario
4.32,-0.0333679,-0.203695,estacionario
4.33,-0.0353711,-0.200323,estacionario
4.34,-0.0373402,-0.196905,estacionario
4.35,-0.0392746,-0.193442,estacionario
4.36,-0.041174,-0.189937,estacionario
4.37,-0.0430379,-0.18639,estacionario
4.38,-0.0448659,-0.182805,estacionario
4.39,-0.0466578,-0.179182,estacionario
4.4,-0.048413,-0.175524,estacionario
4.41,-0.0501313,-0.171832,estacionario
4.42,-0.0518124,-0.168109,estacionario
4.43,-0.053456,-0.164355,estacionario
4.44,-0.0550617,-0.160573,estacionario
4.45,-0.0566293,-0.156765,estacionario
4.46,-0.0581587,-0.152932,estacionario
4.47,-0.0596494,-0.149077,estacionario
4.48,-0.0611014,-0.1452,estacionario
4.49,-0.0625145,-0.141304,estacionario
4.5,-0.0638884,-0.13739,estacionario
4.51,-0.065223,-0.133461,estacionario
4.52,-0.0665182,-0.129517,estacionario
4.53,-0.0677738,-0.125561,estacionario
4.54,-0.0689897,-0.121595,estacionario
4.55,-0.0701659,-0.117619,estacionario
4.56,-0.0713023,-0.113637,estacionario
4.57,-0.0723988,-0.109648,estacionario
4.58,-0.0734553,-0.105656,estacionario
4.59,-0.0744719,-0.101661,estacionario
4.6,-0.0754486,-0.0976654,estacionario
4.61,-0.0763853,-0.0936708,estacionario
4.62,-0.0772821,-0.0896787,estacionario
4.63,-0.078139,-0.0856906,estacionario
4.64,-0.0789561,-0.0817081,estacionario
4.65,-0.0797334,-0.0777328,estacionario
4.66,-0.0804711,-0.0737661,estacionario
4.67,-0.0811691,-0.0698096,estacionario
4.68,-0.0818278,-0.0658648,estacionario
4.69,-0.0824471,-0.061933,estacionario
4.7,-0.0830273,-0.0580158,estacionario
4.71,-0.0835684,-0.0541145,estacionario
4.72,-0.0840707,-0.0502307,estacionario
4.73,-0.0845344,-0.0463655,estacionario
4.74,-0.0849596,-0.0425205,estacionario
4.75,-0.0853466,-0.0386969,estacionario
4.76,-0.0856955,-0.0348961,estacionario
4.77,-0.0860067,-0.0311193,estacionario
4.78,-0.0862804,-0.0273678,estacionario
4.79,-0.0865168,-0.0236429,estacionario
4.8,-0.0867163,-0.0199458,estacionario
4.81,-0.0868791,-0.0162777,estacionario
4.82,-0.0870055,-0.0126398,estacionario
4.83,-0.0870958,-0.00903317,estacionario
4.84,-0.0871504,-0.005459,estacionario
4.85,-0.0871696,-0.0019184,estacionario
4.86,-0.0871537,0.00158757,estacionario
4.87,-0.0871031,0.00505784,estacionario
4.88,-0.0870182,0.00849139,estacionario
4.89,-0.0868993,0.0118872,estacionario
4.9,-0.0867469,0.0152443,estacionario
4.91,-0.0865613,0.0185617,estacionario
4.92,-0.0863429,0.0218386,estacionario
4.93,-0.0860921,0.0250739,estacionario
4.94,-0.0858095,0.0282668,estacionario
4.95,-0.0854953,0.0314166,estacionario
4.96,-0.0851501,0.0345222,estacionario
4.97,-0.0847743,0.037583,estacionario
4.98,-0.0843683,0.0405981,estacionario
4.99,-0.0839326,0.0435669,estacionario
