tiempo,posicion,velocidad,regimen
1.78,-0.561228,-0.296328,estacionario
1.79,-0.564028,-0.280053,estacionario
1.8,-0.566666,-0.263746,estacionario
1.81,-0.56914,-0.247409,estacionario
1.82,-0.57145,-0.231047,estacionario
1.83,-0.573597,-0.214662,estacionario
1.84,-0.575579,-0.198257,estacionario
1.85,-0.577398,-0.181837,estacionario
1.86,-0.579052,-0.165403,estacionario
1.87,-0.580541,-0.148961,estacionario
1.88,-0.581867,-0.132512,estacionario
1.89,-0.583027,-0.11606,estacionario
1.9,-0.584023,-0.0996088,estacionario
1.91,-0.584855,-0.0831614,estacionario
1.92,-0.585522,-0.0667214,estacionario
1.93,-0.586025,-0.0502919,estacionario
1.94,-0.586364,-0.0338766,estacionario
1.95,-0.586539,-0.0174787,estacionario
1.96,-0.58655,-0.00110166,estacionario
1.97,-0.586397,0.015251,estacionario
1.98,-0.586081,0.0315759,estacionario
1.99,-0.585603,0.0478695,estacionario
2,-0.584961,0.0641285,estacionario
2.01,-0.584158,0.0803492,estacionario
2.02,-0.583193,0.0965282,estacionario
2.03,-0.582066,0.112662,estacionario
2.04,-0.580778,0.128747,estacionario
2.05,-0.579331,0.14478,estacionario
2.06,-0.577723,0.160757,estacionario
2.07,-0.575956,0.176675,estacionario
2.08,-0.574031,0.19253,estacionario
2.09,-0.571948,0.208319,estacionario
2.1,-0.569707,0.224038,estacionario
2.11,-0.567311,0.239683,estacionario
2.12,-0.564758,0.255251,estacionario
2.13,-0.562051,0.270739,estacionario
2.14,-0.559189,0.286143,estacionario
2.15,-0.556175,0.301458,estacionario
2.16,-0.553008,0.316683,estacionario
2.17,-0.54969,0.331812,estacionario
2.18,-0.546221,0.346843,estacionario
2.19,-0.542604,0.361772,estacionario
2.2,-0.538838,0.376596,estacionario
2.21,-0.534925,0.39131,estacionario
2.22,-0.530865,0.405911,estacionario
2.23,-0.526661,0.420397,estacionario
2.24,-0.522314,0.434762,estacionario
2.25,-0.517824,0.449004,estacionario
2.26,-0.513193,0.463119,estacionario
2.27,-0.508422,0.477103,estacionario
2.28,-0.503512,0.490954,estacionario
2.29,-0.498465,0.504667,estacionario
2.3,-0.493283,0.518239,estacionario
2.31,-0.487966,0.531666,estacionario
2.32,-0.482517,0.544945,estacionario
2.33,-0.476936,0.558073,estacionario
2.34,-0.471226,0.571046,estacionario
2.35,-0.465387,0.583861,estacionario
2.36,-0.459422,0.596514,estacionario
2.37,-0.453332,0.609002,estacionario
2.38,-0.447119,0.621321,estacionario
2.39,-0.440784,0.633469,estacionario
2.4,-0.43433,0.645441,estacionario
2.41,-0.427757,0.657235,estacionario
2.42,-0.421069,0.668847,estacionario
2.43,-0.414266,0.680274,estacionario
2.44,-0.407351,0.691512,estacionario
2.45,-0.400325,0.70256,estacionario
2.46,-0.393191,0.713412,estacionario
2.47,-0.385951,0.724067,estacionario
2.48,-0.378605,0.734521,estacionario
2.49,-0.371158,0.744771,estacionario
2.5,-0.363609,0.754813,estacionario
2.51,-0.355963,0.764646,estacionario
2.52,-0.34822,0.774266,estacionario
2.53,-0.340384,0.78367,estacionario
2.54,-0.332455,0.792855,estacionario
2.55,-0.324437,0.801819,estacionario
2.56,-0.316331,0.810558,estacionario
2.57,-0.308141,0.81907,estacionario
2.58,-0.299867,0.827352,estacionario
2.59,-0.291513,0.835401,estacionario
2.6,-0.283081,0.843215,estacionario
2.61,-0.274573,0.850791,estacionario
2.62,-0.265992,0.858127,estacionario
2.63,-0.25734,0.86522,estacionario
2.64,-0.248619,0.872068,estacionario
2.65,-0.239832,0.878668,estacionario
2.66,-0.230982,0.885019,estacionario
2.67,-0.222071,0.891117,estacionario
2.68,-0.213101,0.896961,estacionario
2.69,-0.204076,0.902548,estacionario
2.7,-0.194997,0.907877,estacionario
2.71,-0.185868,0.912945,estacionario
2.72,-0.17669,0.91775,estacionario
2.73,-0.167467,0.922291,estacionario
2.74,-0.158201,0.926566,estacionario
2.75,-0.148896,0.930572,estacionario
2.76,-0.139553,0.934309,estacionario
2.77,-0.130175,0.937775,estacionario
2.78,-0.120765,0.940967,estacionario
2.79,-0.111326,0.943885,estacionario
2.8,-0.101861,0.946527,estacionario
2.81,-0.0923722,0.948892,estacionario
2.82,-0.0828624,0.950978,estacionario
2.83,-0.0733346,0.952785,estacionario
2.84,-0.0637915,0.954311,estacionario
2.85,-0.0542359,0.955554,estacionario
2.86,-0.0446708,0.956515,estacionario
2.87,-0.0350988,0.957193,estacionario
2.88,-0.025523,0.957585,estacionario
2.89,-0.015946,0.957693,estacionario
2.9,-0.0063709,0.957514,estacionario
2.91,0.00319959,0.957049,estacionario
2.92,0.0127626,0.956297,estacionario
2.93,0.0223151,0.955257,estacionario
2.94,0.0318544,0.95393,estacionario
2.95,0.0413776,0.952315,estacionario
2.96,0.0508817,0.950411,estacionario
2.97,0.0603639,0.94822,estacionario
2.98,0.0698213,0.94574,estacionario
2.99,0.079251,0.942972,estacionario
3,0.0886502,0.939916,estacionario
3.01,0.0980159,0.936572,estacionario
3.02,0.107345,0.932942,estacionario
3.03,0.116636,0.929024,estacionario
3.04,0.125884,0.924821,estacionario
3.05,0.135087,0.920331,estacionario
3.06,0.144243,0.915557,estacionario
3.07,0.153348,0.910499,estacionario
3.08,0.162399,0.905158,estacionario
3.09,0.171395,0.899535,estacionario
3.1,0.180331,0.89363,estacionario
3.11,0.189205,0.887446,estacionario
3.12,0.198015,0.880983,estacionario
3.13,0.206758,0.874244,estacionario
3.14,0.21543,0.867228,estacionario
3.15,0.224029,0.859939,estacionario
3.16,0.232553,0.852377,estacionario
3.17,0.240998,0.844544,estacionario
3.18,0.249363,0.836443,estacionario
3.19,0.257644,0.828074,estacionario
3.2,0.265838,0.819441,estacionario
3.21,0.273944,0.810545,estacionario
3.22,0.281957,0.801388,estacionario
3.23,0.289877,0.791973,estacionario
3.24,0.2977,0.782303,estacionario
3.25,0.305424,0.772378,estacionario
3.26,0.313046,0.762204,estacionario
3.27,0.320564,0.751781,estacionario
3.28,0.327975,0.741112,estacionario
3.29,0.335277,0.730202,estacionario
3.3,0.342467,0.719051,estacionario
3.31,0.349544,0.707664,estacionario
3.32,0.356505,0.696044,estacionario
3.33,0.363346,0.684193,estacionario
3.34,0.370068,0.672116,estacionario
3.35,0.376666,0.659815,estacionario
3.36,0.383139,0.647294,estacionario
3.37,0.389484,0.634557,estacionario
3.38,0.3957,0.621606,estacionario
3.39,0.401785,0.608447,estacionario
3.4,0.407736,0.595082,estacionario
3.41,0.413551,0.581516,estacionario
3.42,0.419228,0.567752,estacionario
3.43,0.424766,0.553795,estacionario
3.44,0.430163,0.539648,estacionario
3.45,0.435416,0.525317,estacionario
3.46,0.440524,0.510804,estacionario
3.47,0.445485,0.496115,estacionario
3.48,0.450298,0.481254,estacionario
3.49,0.45496,0.466225,estacionario
3.5,0.45947,0.451033,estacionario
3.51,0.463827,0.435683,estacionario
3.52,0.468029,0.42018,estacionario
3.53,0.472074,0.404527,estacionario
3.54,0.475961,0.38873,estacionario
3.55,0.479689,0.372794,estacionario
3.56,0.483257,0.356724,estacionario
3.57,0.486662,0.340525,estacionario
3.58,0.489904,0.324202,estacionario
3.59,0.492981,0.30776,estacionario
3.6,0.495894,0.291204,estacionario
3.61,0.498639,0.27454,estacionario
3.62,0.501217,0.257772,estacionario
3.63,0.503626,0.240907,estacionario
3.64,0.505865,0.22395,estacionario
3.65,0.507934,0.206905,estacionario
3.66,0.509832,0.18978,estacionario
3.67,0.511558,0.172578,estacionario
3.68,0.513111,0.155307,estacionario
3.69,0.514491,0.13797,estacionario
3.7,0.515696,0.120575,estacionario
3.71,0.516728,0.103127,estacionario
3.72,0.517584,0.0856318,estacionario
3.73,0.518265,0.0680947,estacionario
3.74,0.51877,0.0505218,estacionario
3.75,0.519099,0.0329191,estacionario
3.76,0.519252,0.0152923,estacionario
3.77,0.519229,-0.00235268,estacionario
3.78,0.519029,-0.0200098,estacionario
3.79,0.518652,-0.0376732,estacionario
3.8,0.518098,-0.0553369,estacionario
3.81,0.517369,-0.0729949,estacionario
3.82,0.516462,-0.0906411,estacionario
3.83,0.515379,-0.10827,estacionario
3.84,0.514121,-0.125874,estacionario
3.85,0.512686,-0.14345,estacionario
3.86,0.511076,-0.160989,estacionario
3.87,0.509291,-0.178486,estacionario
3.88,0.507332,-0.195936,estacionario
3.89,0.505199,-0.213331,estacionario
3.9,0.502892,-0.230667,estacionario
3.91,0.500413,-0.247936,estacionario
3.92,0.497761,-0.265133,estacionario
3.93,0.494939,-0.282253,estacionario
3.94,0.491946,-0.299288,estacionario
3.95,0.488784,-0.316233,estacionario
3.96,0.485453,-0.333082,estacionario
3.97,0.481955,-0.349829,estacionario
3.98,0.47829,-0.366468,estacionario
3.99,0.47446,-0.382993,estacionario
4,0.470466,-0.399399,estacionario
4.01,0.466309,-0.415678,estacionario
4.02,0.461991,-0.431826,estacionario
4.03,0.457513,-0.447837,estacionario
4.04,0.452876,-0.463705,estacionario
4.05,0.448081,-0.479424,estacionario
4.06,0.443131,-0.494988,estacionario
4.07,0.438027,-0.510393,estacionario
4.08,0.432771,-0.525631,estacionario
4.09,0.427364,-0.540698,estacionario
4.1,0.421808,-0.555589,estacionario
4.11,0.416105,-0.570297,estacionario
4.12,0.410257,-0.584817,estacionario
4.13,0.404266,-0.599144,estacionario
4.14,0.398133,-0.613273,estacionario
4.15,0.391861,-0.627198,estacionario
4.16,0.385452,-0.640914,estacionario
4.17,0.378908,-0.654416,estacionario
4.18,0.372231,-0.6677,estacionario
4.19,0.365423,-0.680759,estacionario
4.2,0.358487,-0.693589,estacionario
4.21,0.351425,-0.706186,estacionario
4.22,0.34424,-0.718543,estacionario
4.23,0.336933,-0.730658,estacionario
4.24,0.329508,-0.742525,estacionario
4.25,0.321967,-0.754139,estacionario
4.26,0.314312,-0.765497,estacionario
4.27,0.306546,-0.776593,estacionario
4.28,0.298672,-0.787423,estacionario
4.29,0.290692,-0.797984,estacionario
4.3,0.282609,-0.808271,estacionario
4.31,0.274426,-0.81828,estacionario
4.32,0.266146,-0.828007,estacionario
4.33,0.257772,-0.837448,estacionario
4.34,0.249306,-0.8466,estacionario
4.35,0.240751,-0.855458,estacionario
4.36,0.232111,-0.86402,estacionario
4.37,0.223388,-0.872282,estacionario
4.38,0.214586,-0.88024,estacionario
4.39,0.205707,-0.887892,estacionario
4.4,0.196754,-0.895233,estacionario
4.41,0.187732,-0.902262,estacionario
4.42,0.178642,-0.908975,estacionario
4.43,0.169488,-0.915369,estacionario
4.44,0.160274,-0.921442,estacionario
4.45,0.151002,-0.927191,estacionario
4.46,0.141676,-0.932614,estacionario
4.47,0.132299,-0.937708,estacionario
4.48,0.122874,-0.94247,estacionario
4.49,0.113405,-0.9469,estacionario
4.5,0.103895,-0.950994,estacionario
4.51,0.0943477,-0.954751,estacionario
4.52,0.084766,-0.958169,estacionario
4.53,0.0751535,-0.961247,estacionario
4.54,0.0655137,-0.963983,estacionario
4.55,0.0558499,-0.966375,estacionario
4.56,0.0461657,-0.968423,estacionario
4.57,0.0364645,-0.970124,estacionario
4.58,0.0267497,-0.971479,estacionario
4.59,0.0170248,-0.972485,estacionario
4.6,0.0072934,-0.973143,estacionario
4.61,-0.00244112,-0.973452,estacionario
4.62,-0.0121752,-0.973411,estacionario
4.63,-0.0219054,-0.97302,estacionario
4.64,-0.0316282,-0.972278,estacionario
4.65,-0.0413401,-0.971185,estacionario
4.66,-0.0510375,-0.969742,estacionario
4.67,-0.060717,-0.967948,estacionario
4.68,-0.070375,-0.965804,estacionario
4.69,-0.0800081,-0.96331,estacionario
4.7,-0.0896128,-0.960467,estacionario
4.71,-0.0991855,-0.957275,estacionario
4.72,-0.108723,-0.953734,estacionario
4.73,-0.118221,-0.949847,estacionario
4.74,-0.127677,-0.945613,estacionario
4.75,-0.137088,-0.941035,estacionario
4.76,-0.146449,-0.936113,estacionario
4.77,-0.155757,-0.930848,estacionario
4.78,-0.16501,-0.925243,estacionario
4.79,-0.174203,-0.919299,estacionario
4.8,-0.183333,-0.913018,estacionario
4.81,-0.192397,-0.906401,estacionario
4.82,-0.201392,-0.899451,estacionario
4.83,-0.210313,-0.89217,estacionario
4.84,-0.219159,-0.884561,estacionario
4.85,-0.227925,-0.876625,estacionario
4.86,-0.236609,-0.868365,estacionario
4.87,-0.245207,-0.859785,estacionario
4.88,-0.253715,-0.850886,estacionario
4.89,-0.262132,-0.841672,estacionario
4.9,-0.270454,-0.832145,estacionario
4.91,-0.278677,-0.82231,estacionario
4.92,-0.286798,-0.812169,estacionario
4.93,-0.294816,-0.801726,estacionario
4.94,-0.302726,-0.790984,estacionario
4.95,-0.310525,-0.779946,estacionario
4.96,-0.318211,-0.768618,estacionario
4.97,-0.325781,-0.757002,estacionario
4.98,-0.333232,-0.745102,estacionario
4.99,-0.340561,-0.732924,estacionario
