tiempo,posicion,velocidad,regimen
0.51,0.552277,-1.50729,transitorio
0.52,0.537059,-1.52185,transitorio
0.53,0.521701,-1.53572,transitorio
0.54,0.506212,-1.54891,transitorio
0.55,0.490598,-1.56141,transitorio
0.56,0.474866,-1.57323,transitorio
0.57,0.459022,-1.58436,transitorio
0.58,0.443074,-1.5948,transitorio
0.59,0.427029,-1.60455,transitorio
0.6,0.410893,-1.6136,transitorio
0.61,0.394673,-1.62197,transitorio
0.62,0.378377,-1.62965,transitorio
0.63,0.36201,-1.63664,transitorio
0.64,0.345581,-1.64293,transitorio
0.65,0.329096,-1.64854,transitorio
0.66,0.312561,-1.65346,transitorio
0.67,0.295984,-1.6577,transitorio
0.68,0.279372,-1.66125,transitorio
0.69,0.26273,-1.66412,transitorio
0.7,0.246067,-1.66631,transitorio
0.71,0.229389,-1.66782,transitorio
0.72,0.212703,-1.66865,transitorio
0.73,0.196014,-1.66882,transitorio
0.74,0.179331,-1.66832,transitorio
0.75,0.16266,-1.66715,transitorio
0.76,0.146007,-1.66532,transitorio
0.77,0.129378,-1.66283,transitorio
0.78,0.112781,-1.65969,transitorio
0.79,0.0962223,-1.6559,transitorio
0.8,0.0797076,-1.65147,transitorio
0.81,0.0632435,-1.64641,transitorio
0.82,0.0468365,-1.6407,transitorio
0.83,0.0304928,-1.63437,transitorio
0.84,0.0142186,-1.62742,transitorio
0.85,-0.00197997,-1.61985,transitorio
0.86,-0.0180967,-1.61167,transitorio
0.87,-0.0341256,-1.60289,transitorio
0.88,-0.0500607,-1.59351,transitorio
0.89,-0.0658962,-1.58354,transitorio
0.9,-0.081626,-1.57299,transitorio
0.91,-0.0972446,-1.56186,transitorio
0.92,-0.112746,-1.55016,transitorio
0.93,-0.128125,-1.5379,transitorio
0.94,-0.143376,-1.52508,transitorio
0.95,-0.158493,-1.51172,transitorio
0.96,-0.173472,-1.49783,transitorio
0.97,-0.188306,-1.4834,transitorio
0.98,-0.20299,-1.46845,transitorio
0.99,-0.21752,-1.45299,transitorio
1,-0.23189,-1.43702,transitorio
1.01,-0.246096,-1.42056,transitorio
1.02,-0.260132,-1.40361,transitorio
1.03,-0.273994,-1.38619,transitorio
1.04,-0.287677,-1.3683,transitorio
1.05,-0.301176,-1.34995,transitorio
1.06,-0.314488,-1.33115,transitorio
1.07,-0.327607,-1.31192,transitorio
1.08,-0.340529,-1.29225,transitorio
1.09,-0.353251,-1.27217,transitorio
1.1,-0.365768,-1.25168,transitorio
1.11,-0.378076,-1.23079,transitorio
1.12,-0.390171,-1.20952,transitorio
1.13,-0.40205,-1.18786,transitorio
1.14,-0.413708,-1.16584,transitorio
1.15,-0.425143,-1.14346,transitorio
1.16,-0.43635,-1.12074,transitorio
1.17,-0.447327,-1.09768,transitorio
1.18,-0.45807,-1.0743,transitorio
1.19,-0.468576,-1.05061,transitorio
1.2,-0.478842,-1.02661,transitorio
1.21,-0.488865,-1.00232,transitorio
1.22,-0.498643,-0.977757,transitorio
1.23,-0.508172,-0.952922,transitorio
1.24,-0.51745,-0.927831,transitorio
1.25,-0.526475,-0.902493,transitorio
1.26,-0.535245,-0.876922,transitorio
1.27,-0.543756,-0.851128,transitorio
1.28,-0.552007,-0.825122,transitorio
1.29,-0.559996,-0.798916,transitorio
1.3,-0.567721,-0.772521,transitorio
1.31,-0.575181,-0.74595,transitorio
1.32,-0.582373,-0.719213,transitorio
1.33,-0.589296,-0.692322,transitorio
1.34,-0.595949,-0.665288,transitorio
1.35,-0.60233,-0.638124,transitorio
1.36,-0.608439,-0.61084,transitorio
1.37,-0.614273,-0.583448,transitorio
1.38,-0.619833,-0.55596,transitorio
1.39,-0.625117,-0.528387,transitorio
1.4,-0.630124,-0.500741,transitorio
1.41,-0.634854,-0.473032,transitorio
1.42,-0.639307,-0.445273,transitorio
1.43,-0.643482,-0.417474,transitorio
1.44,-0.647378,-0.389647,transitorio
1.45,-0.650996,-0.361804,transitorio
1.46,-0.654336,-0.333955,transitorio
1.47,-0.657397,-0.306112,transitorio
1.48,-0.66018,-0.278285,transitorio
1.49,-0.662685,-0.250487,transitorio
1.5,-0.664912,-0.222727,transitorio
1.51,-0.666862,-0.195017,transitorio
1.52,-0.668536,-0.167367,transitorio
1.53,-0.669934,-0.139789,transitorio
1.54,-0.671057,-0.112293,transitorio
1.55,-0.671906,-0.0848889,transitorio
1.56,-0.672482,-0.0575882,transitorio
1.57,-0.672786,-0.030401,transitorio
1.58,-0.672819,-0.00333759,transitorio
1.59,-0.672583,0.0235919,transitorio
1.6,-0.672079,0.0503772,transitorio
1.61,-0.671309,0.0770085,transitorio
1.62,-0.670274,0.103476,transitorio
1.63,-0.668977,0.129769,transitorio
1.64,-0.667418,0.15588,transitorio
1.65,-0.6656,0.181797,transitorio
1.66,-0.663525,0.207512,transitorio
1.67,-0.661195,0.233015,transitorio
1.68,-0.658612,0.258298,transitorio
1.69,-0.655778,0.283351,transitorio
1.7,-0.652697,0.308165,transitorio
1.71,-0.649369,0.332733,transitorio
1.72,-0.645799,0.357044,transitorio
1.73,-0.641988,0.38109,transitorio
1.74,-0.637939,0.404864,transitorio
1.75,-0.633656,0.428358,transitorio
1.76,-0.62914,0.451562,transitorio
1.77,-0.624395,0.47447,transitorio
1.78,-0.619425,0.497073,transitorio
1.79,-0.614231,0.519365,transitorio
1.8,-0.608818,0.541337,transitorio
1.81,-0.603188,0.562983,transitorio
1.82,-0.597345,0.584296,transitorio
1.83,-0.591292,0.605268,transitorio
1.84,-0.585033,0.625894,transitorio
1.85,-0.578571,0.646165,transitorio
1.86,-0.571911,0.666078,transitorio
1.87,-0.565054,0.685624,transitorio
1.88,-0.558007,0.704798,transitorio
1.89,-0.550771,0.723594,transitorio
1.9,-0.543351,0.742007,transitorio
1.91,-0.53575,0.760031,transitorio
1.92,-0.527974,0.777661,transitorio
1.93,-0.520025,0.794891,transitorio
1.94,-0.511908,0.811718,transitorio
1.95,-0.503626,0.828135,transitorio
1.96,-0.495185,0.84414,transitorio
1.97,-0.486587,0.859727,transitorio
1.98,-0.477839,0.874891,transitorio
1.99,-0.468942,0.88963,transitorio
2,-0.459903,0.90394,estacionario
2.01,-0.450725,0.917816,estacionario
2.02,-0.441412,0.931256,estacionario
2.03,-0.43197,0.944257,estacionario
2.04,-0.422401,0.956814,estacionario
2.05,-0.412712,0.968926,estacionario
2.06,-0.402906,0.98059,estacionario
2.07,-0.392988,0.991803,estacionario
2.08,-0.382963,1.00256,estacionario
2.09,-0.372834,1.01287,estacionario
2.1,-0.362607,1.02272,estacionario
2.11,-0.352286,1.03211,estacionario
2.12,-0.341875,1.04104,estacionario
2.13,-0.33138,1.04951,estacionario
2.14,-0.320805,1.05752,estacionario
2.15,-0.310154,1.06506,estacionario
2.16,-0.299433,1.07214,estacionario
2.17,-0.288645,1.07876,estacionario
2.18,-0.277796,1.08491,estacionario
2.19,-0.26689,1.0906,estacionario
2.2,-0.255932,1.09582,estacionario
2.21,-0.244926,1.10058,estacionario
2.22,-0.233877,1.10487,estacionario
2.23,-0.22279,1.1087,estacionario
2.24,-0.21167,1.11207,estacionario
2.25,-0.20052,1.11498,estacionario
2.26,-0.189346,1.11742,estacionario
2.27,-0.178152,1.11941,estacionario
2.28,-0.166942,1.12094,estacionario
2.29,-0.155722,1.12201,estacionario
2.3,-0.144496,1.12263,estacionario
2.31,-0.133268,1.1228,estacionario
2.32,-0.122043,1.12252,estacionario
2.33,-0.110825,1.12178,estacionario
2.34,-0.0996186,1.12061,estacionario
2.35,-0.0884287,1.11899,estacionario
2.36,-0.0772594,1.11693,estacionario
2.37,-0.066115,1.11444,estacionario
2.38,-0.0549999,1.11151,estacionario
2.39,-0.0439183,1.10815,estacionario
2.4,-0.0328746,1.10437,estacionario
2.41,-0.021873,1.10016,estacionario
2.42,-0.0109176,1.09554,estacionario
2.43,-1.26807e-05,1.0905,estacionario
2.44,0.0108378,1.08504,estacionario
2.45,0.0216296,1.07918,estacionario
2.46,0.0323588,1.07292,estacionario
2.47,0.0430215,1.06626,estacionario
2.48,0.0536136,1.05921,estacionario
2.49,0.0641313,1.05177,estacionario
2.5,0.0745708,1.04395,estacionario
2.51,0.0849283,1.03575,estacionario
2.52,0.0952,1.02717,estacionario
2.53,0.105382,1.01823,estacionario
2.54,0.115471,1.00892,estacionario
2.55,0.125464,0.999256,estacionario
2.56,0.135356,0.989241,estacionario
2.57,0.145145,0.978881,estacionario
2.58,0.154827,0.96818,estacionario
2.59,0.164398,0.957146,estacionario
2.6,0.173856,0.945785,estacionario
2.61,0.183197,0.934101,estacionario
2.62,0.192418,0.922103,estacionario
2.63,0.201516,0.909796,estacionario
2.64,0.210488,0.897186,estacionario
2.65,0.219331,0.884281,estacionario
2.66,0.228042,0.871086,estacionario
2.67,0.236618,0.857609,estacionario
2.68,0.245056,0.843856,estacionario
2.69,0.253355,0.829835,estacionario
2.7,0.26151,0.815551,estacionario
2.71,0.26952,0.801013,estacionario
2.72,0.277383,0.786227,estacionario
2.73,0.285095,0.771201,estacionario
2.74,0.292654,0.755941,estacionario
2.75,0.300059,0.740455,estacionario
2.76,0.307306,0.724751,estacionario
2.77,0.314395,0.708835,estacionario
2.78,0.321322,0.692715,estacionario
2.79,0.328086,0.676398,estacionario
2.8,0.334685,0.659893,estacionario
2.81,0.341117,0.643206,estacionario
2.82,0.34738,0.626345,estacionario
2.83,0.353473,0.609318,estacionario
2.84,0.359395,0.592133,estacionario
2.85,0.365143,0.574796,estacionario
2.86,0.370716,0.557317,estacionario
2.87,0.376113,0.539701,estacionario
2.88,0.381332,0.521958,estacionario
2.89,0.386373,0.504095,estacionario
2.9,0.391235,0.48612,estacionario
2.91,0.395915,0.46804,estacionario
2.92,0.400414,0.449863,estacionario
2.93,0.40473,0.431597,estacionario
2.94,0.408862,0.41325,estacionario
2.95,0.41281,0.394829,estacionario
2.96,0.416574,0.376343,estacionario
2.97,0.420152,0.357798,estacionario
2.98,0.423544,0.339203,estacionario
2.99,0.426749,0.320565,estacionario
3,0.429768,0.301892,estacionario
3.01,0.4326,0.283192,estacionario
3.02,0.435245,0.264472,estacionario
3.03,0.437702,0.24574,estacionario
3.04,0.439972,0.227003,estacionario
3.05,0.442055,0.208269,estacionario
3.06,0.443951,0.189546,estacionario
3.07,0.445659,0.17084,estacionario
3.08,0.447181,0.15216,estacionario
3.09,0.448516,0.133512,estacionario
3.1,0.449665,0.114903,estacionario
3.11,0.450628,0.0963422,estacionario
3.12,0.451406,0.0778354,estacionario
3.13,0.452,0.05939,estacionario
3.14,0.452411,0.041013,estacionario
3.15,0.452638,0.0227115,estacionario
3.16,0.452683,0.00449246,estacionario
3.17,0.452546,-0.0136373,estacionario
3.18,0.452229,-0.031671,estacionario
3.19,0.451733,-0.0496018,estacionario
3.2,0.451059,-0.0674231,estacionario
3.21,0.450208,-0.0851284,estacionario
3.22,0.449181,-0.102711,estacionario
3.23,0.447979,-0.120165,estacionario
3.24,0.446604,-0.137483,estacionario
3.25,0.445058,-0.15466,estacionario
3.26,0.443341,-0.171689,estacionario
3.27,0.441455,-0.188564,estacionario
3.28,0.439402,-0.205279,estacionario
3.29,0.437184,-0.221829,estacionario
3.3,0.434802,-0.238207,estacionario
3.31,0.432258,-0.254408,estacionario
3.32,0.429554,-0.270427,estacionario
3.33,0.426691,-0.286257,estacionario
3.34,0.423672,-0.301893,estacionario
3.35,0.420499,-0.31733,estacionario
3.36,0.417173,-0.332564,estacionario
3.37,0.413697,-0.347588,estacionario
3.38,0.410073,-0.362398,estacionario
3.39,0.406304,-0.376989,estacionario
3.4,0.40239,-0.391356,estacionario
3.41,0.398335,-0.405495,estacionario
3.42,0.394141,-0.419401,estacionario
3.43,0.38981,-0.433069,estacionario
3.44,0.385345,-0.446496,estacionario
3.45,0.380749,-0.459678,estacionario
3.46,0.376022,-0.472609,estacionario
3.47,0.37117,-0.485287,estacionario
3.48,0.366193,-0.497708,estacionario
3.49,0.361094,-0.509867,estacionario
3.5,0.355876,-0.521761,estacionario
3.51,0.350542,-0.533387,estacionario
3.52,0.345095,-0.544742,estacionario
3.53,0.339537,-0.555822,estacionario
3.54,0.333871,-0.566625,estacionario
3.55,0.328099,-0.577146,estacionario
3.56,0.322225,-0.587384,estacionario
3.57,0.316252,-0.597337,estacionario
3.58,0.310182,-0.607,estacionario
3.59,0.304018,-0.616372,estacionario
3.6,0.297764,-0.625451,estacionario
3.61,0.291421,-0.634234,estacionario
3.62,0.284994,-0.64272,estacionario
3.63,0.278485,-0.650906,estacionario
3.64,0.271897,-0.658791,estacionario
3.65,0.265233,-0.666373,estacionario
3.66,0.258497,-0.67365,estacionario
3.67,0.251691,-0.680622,estacionario
3.68,0.244818,-0.687287,estacionario
3.69,0.237881,-0.693643,estacionario
3.7,0.230884,-0.69969,estacionario
3.71,0.22383,-0.705427,estacionario
3.72,0.216722,-0.710853,estacionario
3.73,0.209562,-0.715968,estacionario
3.74,0.202354,-0.72077,estacionario
3.75,0.195102,-0.725261,estacionario
3.76,0.187807,-0.729438,estacionario
3.77,0.180474,-0.733303,estacionario
3.78,0.173106,-0.736856,estacionario
3.79,0.165705,-0.740096,estacionario
3.8,0.158274,-0.743023,estacionario
3.81,0.150818,-0.745639,estacionario
3.82,0.143339,-0.747944,estacionario
3.83,0.135839,-0.749938,estacionario
3.84,0.128323,-0.751622,estacionario
3.85,0.120793,-0.752996,estacionario
3.86,0.113252,-0.754063,estacionario
3.87,0.105704,-0.754823,estacionario
3.88,0.0981515,-0.755277,estacionario
3.89,0.0905972,-0.755427,estacionario
3.9,0.0830445,-0.755273,estacionario
3.91,0.0754963,-0.754819,estacionario
3.92,0.0679556,-0.754065,estacionario
3.93,0.0604255,-0.753012,estacionario
3.94,0.0529089,-0.751664,estacionario
3.95,0.0454086,-0.750022,estacionario
3.96,0.0379277,-0.748089,estacionario
3.97,0.0304691,-0.745865,estacionario
3.98,0.0230355,-0.743355,estacionario
3.99,0.01563,-0.740559,estacionario
4,0.00825513,-0.737482,estacionario
4.01,0.000913888,-0.734125,estacionario
4.02,-0.00639102,-0.730491,estacionario
4.03,-0.0136568,-0.726582,estacionario
4.04,-0.0208809,-0.722403,estacionario
4.05,-0.0280604,-0.717956,estacionario
4.06,-0.0351929,-0.713244,estacionario
4.07,-0.0422756,-0.70827,estacionario
4.08,-0.0493059,-0.703038,estacionario
4.09,-0.0562814,-0.69755,estacionario
4.1,-0.0631996,-0.691811,estacionario
4.11,-0.0700578,-0.685824,estacionario
4.12,-0.0768537,-0.679593,estacionario
4.13,-0.0835849,-0.673121,estacionario
4.14,-0.090249,-0.666412,estacionario
4.15,-0.0968437,-0.659469,estacionario
4.16,-0.103367,-0.652298,estacionario
4.17,-0.109816,-0.644902,estacionario
4.18,-0.116189,-0.637285,estacionario
4.19,-0.122483,-0.629451,estacionario
4.2,-0.128697,-0.621405,estacionario
4.21,-0.134829,-0.61315,estacionario
4.22,-0.140876,-0.604691,estacionario
4.23,-0.146836,-0.596032,estacionario
4.24,-0.152708,-0.587179,estacionario
4.25,-0.158489,-0.578134,estacionario
4.26,-0.164178,-0.568904,estacionario
4.27,-0.169773,-0.559493,estacionario
4.28,-0.175272,-0.549904,estacionario
4.29,-0.180673,-0.540144,estacionario
4.3,-0.185976,-0.530216,estacionario
4.31,-0.191177,-0.520126,estacionario
4.32,-0.196276,-0.509878,estacionario
4.33,-0.20127,-0.499478,estacionario
4.34,-0.20616,-0.48893,estacionario
4.35,-0.210942,-0.478239,estacionario
4.36,-0.215616,-0.46741,estacionario
4.37,-0.220181,-0.456448,estacionario
4.38,-0.224634,-0.445359,estacionario
4.39,-0.228976,-0.434146,estacionario
4.4,-0.233204,-0.422817,estacionario
4.41,-0.237318,-0.411374,estacionario
4.42,-0.241316,-0.399825,estacionario
4.43,-0.245198,-0.388173,estacionario
4.44,-0.248962,-0.376424,estacionario
4.45,-0.252608,-0.364584,estacionario
4.46,-0.256134,-0.352657,estacionario
4.47,-0.259541,-0.340648,estacionario
4.48,-0.262826,-0.328563,estacionario
4.49,-0.26599,-0.316407,estacionario
4.5,-0.269032,-0.304185,estacionario
4.51,-0.271951,-0.291903,estacionario
4.52,-0.274747,-0.279566,estacionario
4.53,-0.277419,-0.267178,estacionario
4.54,-0.279966,-0.254745,estacionario
4.55,-0.282389,-0.242273,estacionario
4.56,-0.284687,-0.229766,estacionario
4.57,-0.286859,-0.21723,estacionario
4.58,-0.288906,-0.204669,estacionario
4.59,-0.290827,-0.19209,estacionario
4.6,-0.292621,-0.179496,estacionario
4.61,-0.29429,-0.166894,estacionario
4.62,-0.295833,-0.154288,estacionario
4.63,-0.29725,-0.141683,estacionario
4.64,-0.298541,-0.129085,estacionario
4.65,-0.299706,-0.116497,estacionario
4.66,-0.300745,-0.103927,estacionario
4.67,-0.301659,-0.0913773,estacionario
4.68,-0.302448,-0.0788541,estacionario
4.69,-0.303111,-0.0663619,estacionario
4.7,-0.30365,-0.0539056,estacionario
4.71,-0.304065,-0.0414901,estacionario
4.72,-0.304356,-0.02912,estacionario
4.73,-0.304524,-0.0168002,estacionario
4.74,-0.30457,-0.0045352,estacionario
4.75,-0.304493,0.00767026,estacionario
4.76,-0.304295,0.0198116,estacionario
4.77,-0.303976,0.0318844,estacionario
4.78,-0.303537,0.043884,estacionario
4.79,-0.302979,0.055806,estacionario
4.8,-0.302303,0.0676462,estacionario
4.81,-0.301509,0.0794001,estacionario
4.82,-0.300598,0.0910634,estacionario
4.83,-0.299572,0.102632,estacionario
4.84,-0.298431,0.114102,estacionario
4.85,-0.297176,0.125468,estacionario
4.86,-0.295809,0.136728,estacionario
4.87,-0.29433,0.147877,estacionario
4.88,-0.292741,0.158911,estacionario
4.89,-0.291043,0.169826,estacionario
4.9,-0.289236,0.180618,estacionario
4.91,-0.287324,0.191285,estacionario
4.92,-0.285305,0.201821,estacionario
4.93,-0.283183,0.212224,estacionario
4.94,-0.280958,0.22249,estacionario
4.95,-0.278632,0.232616,estacionario
4.96,-0.276206,0.242599,estacionario
4.97,-0.273682,0.252434,estacionario
4.98,-0.271061,0.262119,estacionario
4.99,-0.268344,0.271651,estacionario
